gisaid_epi_isl,division,location,pangolin_lineage,date_submitted
EPI_ISL_414692,Guangdong,Guangzhou,B,2020-03-16
EPI_ISL_414691,Guangdong,Guangzhou,A,2020-03-16
EPI_ISL_414689,Guangdong,Guangzhou,A,2020-03-16
EPI_ISL_414663,Guangdong,Guangzhou,A,2020-03-16
EPI_ISL_414510,Shanghai,,B,2020-02-27
EPI_ISL_413902,Guangdong,,B,2020-03-09
EPI_ISL_413898,Guangdong,,B,2020-03-09
EPI_ISL_413897,Guangdong,,A,2020-03-09
EPI_ISL_413896,Guangdong,,B.4,2020-03-09
EPI_ISL_413895,Guangdong,,B,2020-03-09
EPI_ISL_413894,Guangdong,,B,2020-03-09
EPI_ISL_413893,Guangdong,,B,2020-03-09
EPI_ISL_413890,Guangdong,,A,2020-03-09
EPI_ISL_413889,Guangdong,,B,2020-03-09
EPI_ISL_413888,Guangdong,,B,2020-03-09
EPI_ISL_413884,Guangdong,,B,2020-03-09
EPI_ISL_413883,Guangdong,,B,2020-03-09
EPI_ISL_413882,Guangdong,,B,2020-03-09
EPI_ISL_413881,Guangdong,,A.1,2020-03-09
EPI_ISL_413880,Guangdong,,B,2020-03-09
EPI_ISL_413878,Guangdong,,B,2020-03-09
EPI_ISL_413877,Guangdong,,B,2020-03-09
EPI_ISL_413876,Guangdong,,A.1,2020-03-09
EPI_ISL_413873,Guangdong,,A,2020-03-09
EPI_ISL_413870,Guangdong,,B,2020-03-09
EPI_ISL_413869,Guangdong,,B,2020-03-09
EPI_ISL_413868,Guangdong,,B,2020-03-09
EPI_ISL_413867,Guangdong,,A,2020-03-09
EPI_ISL_413863,Guangdong,,B,2020-03-09
EPI_ISL_413862,Guangdong,,A,2020-03-09
EPI_ISL_413861,Guangdong,,B,2020-03-09
EPI_ISL_413860,Guangdong,,A,2020-03-09
EPI_ISL_413859,Guangdong,,A,2020-03-09
EPI_ISL_413858,Guangdong,,A,2020-03-09
EPI_ISL_413855,Guangdong,,A,2020-03-09
EPI_ISL_413854,Guangdong,,B,2020-03-09
EPI_ISL_413852,Guangdong,,B,2020-03-09
EPI_ISL_413850,Guangdong,,B,2020-03-09
EPI_ISL_413761,Weifang,,A.2,2020-03-09
EPI_ISL_413752,,,A,2020-03-09
EPI_ISL_413750,Weifang,,A,2020-03-09
EPI_ISL_413697,Weifang,,A.2,2020-03-09
EPI_ISL_413694,Weifang,,B,2020-03-09
EPI_ISL_413693,Weifang,,B,2020-03-09
EPI_ISL_413692,Weifang,,B,2020-03-09
EPI_ISL_413691,Weifang,,A,2020-03-09
EPI_ISL_413521,Beijing,,A,2020-03-02
EPI_ISL_413520,Beijing,,A,2020-03-02
EPI_ISL_413519,Beijing,,A,2020-03-02
EPI_ISL_413518,Beijing,,A,2020-03-02
EPI_ISL_412983,Hubei,Tianmen,A,2020-03-02
EPI_ISL_412980,Hubei,Wuhan,B,2020-03-02
EPI_ISL_412978,Hubei,Wuhan,B,2020-03-02
EPI_ISL_412977,Yunnan,Xishuangbanna,B.1,2020-03-02
EPI_ISL_412967,Guangzhou,,B,2020-02-28
EPI_ISL_412459,Hubei,Jingzhou,B,2020-02-26
EPI_ISL_412386,Beijing,,B,2020-02-25
EPI_ISL_411960,Shaanxi,HuaShang,Unassigned,2020-02-13
EPI_ISL_411953,Jiangsu,,B,2020-02-22
EPI_ISL_410543,Guangxi,,B.1,2020-02-17
EPI_ISL_410542,Guangxi,,B.1,2020-02-17
EPI_ISL_410541,Guangxi,,B.1,2020-02-17
EPI_ISL_410539,Guangxi,,B.1,2020-02-17
EPI_ISL_408978,Hubei,Wuhan,B,2020-02-11
EPI_ISL_408479,Chongqing,Zhongxian,B,2020-02-09
EPI_ISL_406801,Hubei,Wuhan,A,2020-01-30
EPI_ISL_406800,Hubei,Wuhan,B,2020-01-30
EPI_ISL_406538,Guangdong,,B,2020-01-29
EPI_ISL_406533,Guangdong,Guangzhou,B,2020-01-29
EPI_ISL_406531,Guangdong,Zhuhai,B,2020-01-29
EPI_ISL_404227,Zhejiang,,B,2020-01-21
EPI_ISL_403935,Guangdong,Shenzhen,A,2020-01-22
EPI_ISL_403932,Guangdong,Shenzhen,A,2020-01-22
EPI_ISL_403928,Hubei,Wuhan,B,2020-01-21
EPI_ISL_402128,Hubei,Wuhan,B,2020-01-18
EPI_ISL_402125,,,B,2020-01-12
EPI_ISL_402120,Hubei,Wuhan,B,2020-01-11
EPI_ISL_402119,Hubei,Wuhan,B,2020-01-10
EPI_ISL_529150,Guangdong,Guangzhou,B,2020-02-28
EPI_ISL_454942,Hubei,Wuhan,B,2020-05-29
EPI_ISL_454990,Hubei,Wuhan,B.4,2020-05-29
EPI_ISL_451076,Sichuan,,B,2020-05-23
EPI_ISL_431118,Fujian,,B.1,2020-04-29
EPI_ISL_429076,Guangzhou,,B,2020-04-23
EPI_ISL_421235,Hangzhou,,B,2020-04-07
EPI_ISL_416403,Shanghai,,A,2020-03-20
EPI_ISL_416319,Shanghai,,A,2020-03-20
EPI_ISL_421249,Jiangxi,Xinyu,A,2020-04-07
EPI_ISL_429852,Zhejiang,Lishui,B,2020-04-24
EPI_ISL_514257,Beijing,,B,2020-08-16
EPI_ISL_514256,Beijing,,B,2020-08-16
EPI_ISL_454927,Hubei,Wuhan,B,2020-05-29
EPI_ISL_418508,Zhejiang,Hangzhou,B,2020-03-30
EPI_ISL_418441,Hangzhou,,B,2020-03-30
EPI_ISL_454951,Hubei,Wuhan,B,2020-05-29
EPI_ISL_452358,Beijing,,B,2020-05-27
EPI_ISL_421254,Jiangxi,Shangrao,B,2020-04-07
EPI_ISL_454906,Hubei,Wuhan,B,2020-05-29
EPI_ISL_418507,Zhejiang,Hangzhou,B,2020-03-30
EPI_ISL_529215,Hubei,Wuhan,B,2020-04-06
EPI_ISL_418510,Hangzhou,,B,2020-03-30
EPI_ISL_412966,Guangdong,Guangzhou,B,2020-02-27
EPI_ISL_428472,Guangdong,Zhuhai,B,2020-04-21
EPI_ISL_430742,Beijing,,B,2020-04-27
EPI_ISL_455460,Jiangxi,Yichun,A,2020-05-30
EPI_ISL_482579,Zhejiang,Hangzhou,B.40,2020-07-04
EPI_ISL_424352,Anhui,Fuyang,B,2020-04-04
EPI_ISL_416366,Shanghai,,A,2020-03-20
EPI_ISL_493169,Hubei,Wuhan,A,2020-07-21
EPI_ISL_454968,Hubei,Wuhan,B,2020-05-29
EPI_ISL_428447,Guangdong,Shenzhen,A,2020-04-21
EPI_ISL_450442,Henan,,A,2020-04-29
EPI_ISL_416372,Shanghai,,B,2020-03-20
EPI_ISL_591272,Shandong,Qingdao,B.1.1,2020-10-21
EPI_ISL_413872,Guangdong,,B,2020-03-09
EPI_ISL_454973,Hubei,Wuhan,B,2020-05-29
EPI_ISL_416474,Hangzhou,,B,2020-03-22
EPI_ISL_455375,Hubei,Wuhan,B,2020-05-29
EPI_ISL_412979,Hubei,Wuhan,A,2020-03-02
EPI_ISL_431779,Fujian,,B.1.1.71,2020-04-29
EPI_ISL_408478,Chongqing,Yongchuan,A,2020-02-09
EPI_ISL_454944,Hubei,Wuhan,B,2020-05-29
EPI_ISL_412982,Hubei,Wuhan,A,2020-03-02
EPI_ISL_421248,Jiangxi,Nanchang,A,2020-04-07
EPI_ISL_482585,Zhejiang,Hangzhou,B.1,2020-07-04
EPI_ISL_416386,Shanghai,,B.1,2020-03-20
EPI_ISL_416409,Shanghai,,A,2020-03-20
EPI_ISL_452362,Beijing,,B,2020-05-27
EPI_ISL_411950,Jiangsu,,B,2020-02-22
EPI_ISL_454919,Hubei,Wuhan,B,2020-05-29
EPI_ISL_416333,Shanghai,,A,2020-03-20
EPI_ISL_431782,Fujian,,B.1,2020-04-29
EPI_ISL_454991,Hubei,Wuhan,B,2020-05-29
EPI_ISL_454988,Hubei,Wuhan,B,2020-05-29
EPI_ISL_455684,Zhejiang,,A,2020-05-29
EPI_ISL_450425,Anhui,,Unassigned,2020-04-30
EPI_ISL_455686,Zhejiang,,B,2020-05-29
EPI_ISL_455013,Hubei,Wuhan,B,2020-05-29
EPI_ISL_454971,Hubei,Wuhan,B,2020-05-29
EPI_ISL_424360,Beijing,,A,2020-04-06
EPI_ISL_429102,Guangzhou,,B,2020-04-23
EPI_ISL_455397,Hubei,Wuhan,B,2020-05-29
EPI_ISL_421260,Jiangxi,Xinyu,B.4,2020-04-07
EPI_ISL_416331,Shanghai,,B.4,2020-03-20
EPI_ISL_413899,Guangdong,,B,2020-03-09
EPI_ISL_413879,Guangdong,,B,2020-03-09
EPI_ISL_498691,Liaoning,Dalian,B.1.1.317,2020-07-27
EPI_ISL_406535,Guangdong,Foshan,B,2020-01-29
EPI_ISL_412044,Shenzhen,,Unassigned,2020-02-24
EPI_ISL_430735,Beijing,,B,2020-04-27
EPI_ISL_430725,Beijing,,A,2020-04-27
EPI_ISL_444273,Guangdong,Guangzhou,B,2020-05-08
EPI_ISL_413866,Guangdong,,B,2020-03-09
EPI_ISL_413751,Weifang,,A.2,2020-03-09
EPI_ISL_408481,Chongqing,,B,2020-02-09
EPI_ISL_416371,Shanghai,,B,2020-03-20
EPI_ISL_416360,Shanghai,,B,2020-03-20
EPI_ISL_416394,Shanghai,,B,2020-03-20
EPI_ISL_416390,Shanghai,,B,2020-03-20
EPI_ISL_429091,Guangzhou,,A,2020-04-23
EPI_ISL_429093,Guangzhou,,A,2020-04-23
EPI_ISL_416388,Shanghai,,B,2020-03-20
EPI_ISL_412860,,,B.1,2020-02-13
EPI_ISL_416316,Shanghai,,A,2020-03-20
EPI_ISL_408480,Yunnan,Kunming,A,2020-02-09
EPI_ISL_413809,Weifang,,A,2020-03-09
EPI_ISL_413747,,,A.2,2020-03-09
EPI_ISL_413900,Guangdong,,A.2,2020-03-09
EPI_ISL_429086,Guangzhou,,B,2020-04-23
EPI_ISL_413871,Guangdong,,B,2020-03-09
EPI_ISL_413892,Guangdong,,A,2020-03-09
EPI_ISL_413891,Guangdong,,B.1,2020-03-09
EPI_ISL_410544,Guangdong,,B.1.177.86,2020-02-17
EPI_ISL_413695,,,A,2020-03-09
EPI_ISL_421244,Jiangxi,Shangrao,A,2020-04-07
EPI_ISL_421243,Jiangxi,Nanchang,B,2020-04-07
EPI_ISL_421259,Jiangxi,Pingxiang,B,2020-04-07
EPI_ISL_421241,Jiangxi,Nanchang,A,2020-04-07
EPI_ISL_414936,Shandong,,B,2020-03-16
EPI_ISL_414935,Shandong,,A.1,2020-03-16
EPI_ISL_414939,Shandong,,B,2020-03-16
EPI_ISL_421247,Jiangxi,Nanchang,A,2020-04-07
EPI_ISL_402131,Yunnan,Pu'er,B.1,2020-01-24
EPI_ISL_421238,Jiangxi,Nanchang,A,2020-04-07
EPI_ISL_421236,Hangzhou,,B,2020-04-07
EPI_ISL_414940,Shandong,,B,2020-03-16
EPI_ISL_414934,Shandong,,B.47,2020-03-16
EPI_ISL_421251,Jiangxi,Shangrao,B,2020-04-07
EPI_ISL_416473,Hangzhou,,A,2020-03-22
EPI_ISL_412900,Hubei,Wuhan,B,2020-02-28
EPI_ISL_416407,Shanghai,,B.4,2020-03-20
EPI_ISL_414686,Guangdong,Guangzhou,B,2020-03-16
EPI_ISL_414688,Guangdong,Guangzhou,B,2020-03-16
EPI_ISL_403936,Guangdong,Zhuhai,B,2020-01-22
EPI_ISL_416320,Shanghai,,B,2020-03-20
EPI_ISL_403937,Guangdong,Zhuhai,B,2020-01-22
EPI_ISL_416323,Shanghai,,A,2020-03-20
EPI_ISL_413485,Anhui,Suzhou,A,2020-03-05
EPI_ISL_416357,Shanghai,,A,2020-03-20
EPI_ISL_416358,Shanghai,,B,2020-03-20
EPI_ISL_416341,Shanghai,,A,2020-03-20
EPI_ISL_416347,Shanghai,,B,2020-03-20
EPI_ISL_416369,Shanghai,,B,2020-03-20
EPI_ISL_416378,Shanghai,,B,2020-03-20
EPI_ISL_416392,Shanghai,,A,2020-03-20
EPI_ISL_416381,Shanghai,,A,2020-03-20
EPI_ISL_416391,Shanghai,,B,2020-03-20
EPI_ISL_416383,Shanghai,,B.4,2020-03-20
EPI_ISL_408487,Henan,Zhengzhou,A,2020-02-09
EPI_ISL_408483,Shanghai,,A.2,2020-02-09
EPI_ISL_410721,Guangdong,,A.2,2020-02-18
EPI_ISL_416044,Hangzhou,,B,2020-03-20
EPI_ISL_413864,Guangdong,,B,2020-03-09
EPI_ISL_413901,Guangdong,,B,2020-03-09
EPI_ISL_413856,Guangdong,,B,2020-03-09
EPI_ISL_413857,Guangdong,,B,2020-03-09
EPI_ISL_413853,Guangdong,,A,2020-03-09
EPI_ISL_430726,Beijing,,A,2020-04-27
EPI_ISL_429088,Guangzhou,,B,2020-04-23
EPI_ISL_452356,Beijing,,B.1,2020-05-27
EPI_ISL_430727,Beijing,,A,2020-04-27
EPI_ISL_428457,Guangdong,Huizhou,A,2020-04-21
EPI_ISL_430739,Beijing,,B,2020-04-27
EPI_ISL_431781,Fujian,,B.1,2020-04-29
EPI_ISL_430745,Beijing,,B.1,2020-04-27
EPI_ISL_431784,Fujian,,B.6,2020-04-29
EPI_ISL_455374,Hubei,Wuhan,B,2020-05-29
EPI_ISL_455001,Hubei,Wuhan,B,2020-05-29
EPI_ISL_455404,Hubei,Wuhan,B,2020-05-29
EPI_ISL_449483,Wuhan,,B,2020-05-15
EPI_ISL_455012,Hubei,Wuhan,B,2020-05-29
EPI_ISL_452355,Beijing,,B.1.1,2020-05-27
EPI_ISL_452336,Beijing,,B.4,2020-05-27
EPI_ISL_454986,Hubei,Wuhan,B,2020-05-29
EPI_ISL_452335,Beijing,,B.57,2020-05-27
EPI_ISL_452343,Beijing,,B.1,2020-05-27
EPI_ISL_452327,Beijing,,B.1.350,2020-05-27
EPI_ISL_454417,Guangdong,Meizhou,B,2020-05-25
EPI_ISL_453779,Hubei,Wuhan,B.4,2020-05-27
EPI_ISL_455689,Zhejiang,,B.40,2020-05-29
EPI_ISL_451384,Sichuan,,A,2020-05-24
EPI_ISL_455408,Hubei,Wuhan,B,2020-05-29
EPI_ISL_455411,Hubei,Wuhan,B,2020-05-29
EPI_ISL_455402,Hubei,Wuhan,B,2020-05-29
EPI_ISL_454970,Hubei,Wuhan,B,2020-05-29
EPI_ISL_455466,Jiangxi,Yingtan,B,2020-05-30
EPI_ISL_455467,Jiangxi,Yichun,B,2020-05-30
EPI_ISL_454995,Hubei,Wuhan,B,2020-05-29
EPI_ISL_455406,Hubei,Wuhan,A,2020-05-29
EPI_ISL_455407,Hubei,Wuhan,B,2020-05-29
EPI_ISL_454964,Hubei,Wuhan,B,2020-05-29
EPI_ISL_454972,Hubei,Wuhan,B,2020-05-29
EPI_ISL_454959,Hubei,Wuhan,B,2020-05-29
EPI_ISL_455465,Jiangxi,Fuzhou,B,2020-05-30
EPI_ISL_454960,Hubei,Wuhan,B,2020-05-29
EPI_ISL_454985,Hubei,Wuhan,B,2020-05-29
EPI_ISL_454916,Hubei,Wuhan,B,2020-05-29
EPI_ISL_454947,Hubei,Wuhan,B,2020-05-29
EPI_ISL_455369,Hubei,Wuhan,B,2020-05-29
EPI_ISL_455388,Hubei,Wuhan,B,2020-05-29
EPI_ISL_455382,Hubei,Wuhan,B,2020-05-29
EPI_ISL_455376,Hubei,Wuhan,B,2020-05-29
EPI_ISL_455377,Hubei,Wuhan,B,2020-05-29
EPI_ISL_455384,Hubei,Wuhan,B,2020-05-29
EPI_ISL_455380,Hubei,Wuhan,B,2020-05-29
EPI_ISL_455399,Hubei,Wuhan,B,2020-05-29
EPI_ISL_455396,Hubei,Wuhan,B,2020-05-29
EPI_ISL_455392,Hubei,Wuhan,B,2020-05-29
EPI_ISL_471469,Guangdong,,A.2,2020-06-22
EPI_ISL_469254,Beijing,,B.1.1,2020-06-17
EPI_ISL_457698,Guangzhou,,B,2020-06-02
EPI_ISL_457697,Guangzhou,,B,2020-06-02
EPI_ISL_457694,Guangzhou,,B,2020-06-02
EPI_ISL_463897,Zhejiang,Keqiao,B,2020-06-10
EPI_ISL_455693,Zhejiang,,B.1.1,2020-05-29
EPI_ISL_455691,Zhejiang,,B.1,2020-05-29
EPI_ISL_463899,Zhejiang,Keqiao,B,2020-06-10
EPI_ISL_464101,Zhejiang,Shangyu,B,2020-06-10
EPI_ISL_464100,Zhejiang,Yuecheng,B,2020-06-10
EPI_ISL_471468,Guangdong,,A,2020-06-22
EPI_ISL_463901,Zhejiang,Shangyu,B,2020-06-10
EPI_ISL_471470,Guangdong,,A.2,2020-06-22
EPI_ISL_468726,Shanghai,,A,2020-06-16
EPI_ISL_469256,Beijing,,B.1.1,2020-06-17
EPI_ISL_486645,Hubei,Wuhan,B,2020-07-10
EPI_ISL_493166,Hubei,Wuhan,B,2020-07-21
EPI_ISL_591271,Shandong,Qingdao,B.1.1,2020-10-21
EPI_ISL_493188,Hubei,Wuhan,A,2020-07-21
EPI_ISL_493178,Hubei,Wuhan,B,2020-07-21
EPI_ISL_493152,Hubei,Wuhan,B,2020-07-21
EPI_ISL_493156,Hubei,Wuhan,B,2020-07-21
EPI_ISL_429083,Guangzhou,,A,2020-04-23
EPI_ISL_527871,Yunnan,,B.33,2020-03-20
EPI_ISL_413753,Weifang,,B,2020-03-09
EPI_ISL_539336,Hunan,Shaoyang,B,2020-09-16
EPI_ISL_467430,Harbin,,B,2020-06-14
EPI_ISL_429090,Guangzhou,,A,2020-04-23
EPI_ISL_455502,Jiangxi,Yichun,A,2020-05-30
EPI_ISL_452339,Beijing,,B.1,2020-05-27
EPI_ISL_411060,Fujian,,A,2020-02-19
EPI_ISL_414690,Guangdong,Guangzhou,A,2020-03-16
EPI_ISL_454996,Hubei,Wuhan,A,2020-05-29
EPI_ISL_428465,Guangdong,Shenzhen,B,2020-04-21
EPI_ISL_422425,Zhejiang,,B.1,2020-04-10
EPI_ISL_416327,Shanghai,,B.1,2020-03-20
EPI_ISL_493176,Hubei,Wuhan,B,2020-07-21
EPI_ISL_413748,Weifang,,A,2020-03-09
EPI_ISL_452330,Beijing,,B.1,2020-05-27
EPI_ISL_449480,Wuhan,,B,2020-05-15
EPI_ISL_421221,Hangzhou,,B,2020-04-07
EPI_ISL_403933,Guangdong,Shenzhen,A,2020-01-22
EPI_ISL_418502,Hangzhou,,B,2020-03-30
EPI_ISL_455505,Jiangxi,Jiujiang,B,2020-05-30
EPI_ISL_418514,Zhejiang,Hangzhou,B,2020-03-30
EPI_ISL_406970,Zhejiang,Hangzhou,B,2020-02-03
EPI_ISL_454984,Hubei,Wuhan,B,2020-05-29
EPI_ISL_493157,Hubei,Wuhan,B,2020-07-21
EPI_ISL_418512,Zhejiang,Hangzhou,B,2020-03-30
EPI_ISL_421226,Hangzhou,,B,2020-04-07
EPI_ISL_418504,Hangzhou,,B,2020-03-30
EPI_ISL_452332,Beijing,,B,2020-05-27
EPI_ISL_454934,Hubei,Wuhan,B,2020-05-29
EPI_ISL_454981,Hubei,Wuhan,B,2020-05-29
EPI_ISL_454955,Hubei,Wuhan,B,2020-05-29
EPI_ISL_455386,Hubei,Wuhan,B,2020-05-29
EPI_ISL_413874,Guangdong,,B,2020-03-09
EPI_ISL_410538,Guangxi,,B.1,2020-02-17
EPI_ISL_449485,Wuhan,,A,2020-05-15
EPI_ISL_452331,Beijing,,B.1,2020-05-27
EPI_ISL_455365,Hubei,Wuhan,B,2020-05-29
EPI_ISL_493171,Hubei,Wuhan,A,2020-07-21
EPI_ISL_403934,Guangdong,Shenzhen,B,2020-01-22
EPI_ISL_411963,Shaanxi,HuaShang,Unassigned,2020-02-13
EPI_ISL_493161,Hubei,Wuhan,B,2020-07-21
EPI_ISL_451387,Sichuan,,B,2020-05-24
EPI_ISL_455371,Hubei,Wuhan,B,2020-05-29
EPI_ISL_454956,Hubei,Wuhan,B,2020-05-29
EPI_ISL_416368,Shanghai,,A,2020-03-20
EPI_ISL_454943,Hubei,Wuhan,B,2020-05-29
EPI_ISL_498693,Liaoning,Dalian,B.1.1.317,2020-07-27
EPI_ISL_493149,Hubei,Wuhan,B,2020-07-21
EPI_ISL_421229,Hangzhou,,B,2020-04-07
EPI_ISL_412046,Shenzhen,,Unassigned,2020-02-24
EPI_ISL_453780,Beijing,,B,2020-05-27
EPI_ISL_512768,,,Unassigned,2020-08-12
EPI_ISL_413865,Guangdong,,A,2020-03-09
EPI_ISL_421227,Hangzhou,,B,2020-04-07
EPI_ISL_406594,Guangdong,Shenzhen,B,2020-01-29
EPI_ISL_406592,Guangdong,Shenzhen,A,2020-01-29
EPI_ISL_512767,,,Unassigned,2020-08-12
EPI_ISL_450416,Anhui,,Unassigned,2020-04-30
EPI_ISL_450418,Anhui,,Unassigned,2020-04-30
EPI_ISL_412419,Shandong,Linyi,Unassigned,2020-02-25
EPI_ISL_493170,Hubei,Wuhan,B,2020-07-21
EPI_ISL_493163,Hubei,Wuhan,B,2020-07-21
EPI_ISL_452351,Beijing,,B,2020-05-27
EPI_ISL_416404,Shanghai,,B,2020-03-20
EPI_ISL_452360,Beijing,,B,2020-05-27
EPI_ISL_451313,Sichuan,,B,2020-05-24
EPI_ISL_454940,Hubei,Wuhan,B,2020-05-29
EPI_ISL_416377,Shanghai,,A,2020-03-20
EPI_ISL_455504,Jiangxi,Fuzhou,A,2020-05-30
EPI_ISL_418509,Zhejiang,Hangzhou,B,2020-03-30
EPI_ISL_402129,Hubei,Wuhan,B,2020-01-18
EPI_ISL_416374,Shanghai,,B,2020-03-20
EPI_ISL_493175,Hubei,Wuhan,A,2020-07-21
EPI_ISL_482577,Zhejiang,Hangzhou,B.1,2020-07-04
EPI_ISL_412981,Hubei,Wuhan,B.4,2020-03-02
EPI_ISL_429082,Guangzhou,,A,2020-04-23
EPI_ISL_416382,Shanghai,,B.4,2020-03-20
EPI_ISL_449484,Wuhan,,A,2020-05-15
EPI_ISL_455685,Zhejiang,,A,2020-05-29
EPI_ISL_416406,Shanghai,,B.4,2020-03-20
EPI_ISL_416387,Shanghai,,B,2020-03-20
EPI_ISL_452338,Beijing,,B.1,2020-05-27
EPI_ISL_454952,Hubei,Wuhan,B,2020-05-29
EPI_ISL_455463,Jiangxi,Jiujiang,B,2020-05-30
EPI_ISL_411066,Fujian,,B,2020-02-19
EPI_ISL_454908,Hubei,Wuhan,B,2020-05-29
EPI_ISL_418511,Zhejiang,Hangzhou,B,2020-03-30
EPI_ISL_421228,Hangzhou,,B,2020-04-07
EPI_ISL_498692,Liaoning,Dalian,B.1.1.317,2020-07-27
EPI_ISL_454993,Hubei,Wuhan,B,2020-05-29
EPI_ISL_450421,Anhui,,Unassigned,2020-04-30
EPI_ISL_413746,Weifang,,A,2020-03-09
EPI_ISL_412043,Shenzhen,,Unassigned,2020-01-14
EPI_ISL_416335,Shanghai,,B,2020-03-20
EPI_ISL_455506,Jiangxi,Fuzhou,A,2020-05-30
EPI_ISL_402127,Hubei,Wuhan,B,2020-01-18
EPI_ISL_402130,Hubei,Wuhan,B,2020-01-18
EPI_ISL_428471,Guangdong,Shantou,A,2020-04-21
EPI_ISL_413696,,,B,2020-03-09
EPI_ISL_413791,Weifang,,A.21,2020-03-09
EPI_ISL_424356,Beijing,,A,2020-04-06
EPI_ISL_424357,Beijing,,A,2020-04-06
EPI_ISL_429089,Guangzhou,,B.1,2020-04-23
EPI_ISL_430723,Beijing,,B.1.1,2020-04-27
EPI_ISL_428458,Guangdong,Guangzhou,A,2020-04-21
EPI_ISL_431783,Fujian,,B.6,2020-04-29
EPI_ISL_452342,Beijing,,B,2020-05-27
EPI_ISL_451383,Sichuan,,B,2020-05-24
EPI_ISL_451381,Sichuan,,B,2020-05-24
EPI_ISL_451331,Sichuan,,B,2020-05-24
EPI_ISL_451357,Sichuan,,B,2020-05-24
EPI_ISL_454962,Hubei,Wuhan,B,2020-05-29
EPI_ISL_454969,Hubei,Wuhan,B,2020-05-29
EPI_ISL_454983,Hubei,Wuhan,B,2020-05-29
EPI_ISL_454938,Hubei,Wuhan,B,2020-05-29
EPI_ISL_454998,Hubei,Wuhan,A,2020-05-29
EPI_ISL_454997,Hubei,Wuhan,B,2020-05-29
EPI_ISL_416367,Shanghai,,B,2020-03-20
EPI_ISL_428452,Guangdong,Shaoguan,B,2020-04-21
EPI_ISL_418513,Hangzhou,,B,2020-03-30
EPI_ISL_403931,Hubei,Wuhan,B,2020-01-21
EPI_ISL_451378,Sichuan,,B,2020-05-24
EPI_ISL_529214,Hubei,Wuhan,B,2020-04-06
EPI_ISL_451385,Sichuan,,B,2020-05-24
EPI_ISL_454918,Hubei,Wuhan,B,2020-05-29
EPI_ISL_451338,Sichuan,,B,2020-05-24
EPI_ISL_410540,Guangxi,,B.1,2020-02-17
EPI_ISL_429096,Guangzhou,,B,2020-04-23
EPI_ISL_451314,Sichuan,,B,2020-05-24
EPI_ISL_451370,Sichuan,,A,2020-05-24
EPI_ISL_412899,Hubei,Wuhan,B,2020-02-28
EPI_ISL_413711,Weifang,,A.2,2020-03-09
EPI_ISL_454949,Hubei,Wuhan,B,2020-05-29
EPI_ISL_454935,Hubei,Wuhan,B,2020-05-29
EPI_ISL_412041,Shenzhen,,Unassigned,2020-01-14
EPI_ISL_454909,Hubei,Wuhan,B,2020-05-29
EPI_ISL_493177,Hubei,Wuhan,B,2020-07-21
EPI_ISL_450504,Hubei,Wuhan,B,2020-03-30
EPI_ISL_529216,Hubei,Wuhan,B,2020-04-06
EPI_ISL_482575,Zhejiang,Hangzhou,B,2020-07-04
EPI_ISL_454933,Hubei,Wuhan,B,2020-05-29
EPI_ISL_406717,Hubei,Wuhan,B,2020-01-23
EPI_ISL_493154,Hubei,Wuhan,B,2020-07-21
EPI_ISL_407313,Zhejiang,Hangzhou,B,2020-02-05
EPI_ISL_412037,Wuhan,,Unassigned,2020-02-09
EPI_ISL_493164,Hubei,Wuhan,B,2020-07-21
EPI_ISL_434534,Hubei,Wuhan,B,2020-04-28
EPI_ISL_421225,Hangzhou,,B,2020-04-07
EPI_ISL_416376,Shanghai,,B,2020-03-20
EPI_ISL_451388,Sichuan,,B,2020-05-24
EPI_ISL_451339,Sichuan,,B,2020-05-24
EPI_ISL_452337,Beijing,,B.1,2020-05-27
EPI_ISL_406534,Guangdong,Foshan,B,2020-01-29
EPI_ISL_416321,Shanghai,,B,2020-03-20
EPI_ISL_451359,Sichuan,,B,2020-05-24
EPI_ISL_451389,Sichuan,,B,2020-05-24
EPI_ISL_452341,Beijing,,B.1,2020-05-27
EPI_ISL_452354,Beijing,,B.1,2020-05-27
EPI_ISL_454920,Hubei,Wuhan,B,2020-05-29
EPI_ISL_464091,Zhejiang,Keqiao,A,2020-06-10
EPI_ISL_493160,Hubei,Wuhan,B,2020-07-21
EPI_ISL_451398,Sichuan,,B,2020-05-24
EPI_ISL_451324,Sichuan,,B,2020-05-24
EPI_ISL_451352,Sichuan,,B,2020-05-24
EPI_ISL_451336,Sichuan,,B.55,2020-05-24
EPI_ISL_451340,Sichuan,,B,2020-05-24
EPI_ISL_451318,Sichuan,,B,2020-05-24
EPI_ISL_451379,Sichuan,,B,2020-05-24
EPI_ISL_451366,Sichuan,,B,2020-05-24
EPI_ISL_451367,Sichuan,,B,2020-05-24
EPI_ISL_451356,Sichuan,,B,2020-05-24
EPI_ISL_451364,Sichuan,,B,2020-05-24
EPI_ISL_451350,Sichuan,,B,2020-05-24
EPI_ISL_451347,Sichuan,,B,2020-05-24
EPI_ISL_451349,Sichuan,,B,2020-05-24
EPI_ISL_451323,Sichuan,,B,2020-05-24
EPI_ISL_451399,Sichuan,,B,2020-05-24
EPI_ISL_451397,Sichuan,,B,2020-05-24
EPI_ISL_451396,Sichuan,,B,2020-05-24
EPI_ISL_451332,Sichuan,,B,2020-05-24
EPI_ISL_451320,Sichuan,,B,2020-05-24
EPI_ISL_451335,Sichuan,,B,2020-05-24
